"propertyId","crawledAt","urlPart"
"319845","1759691870","319845/1759691870.json"
"319845","1759698434","319845/1759698434.json"
"319845","1759701176","319845/1759701176.json"
"319845","1759703229","319845/1759703229.json"
"319845","1759721048","319845/1759721048.json"
"319845","1759726310","319845/1759726310.json"
"319845","1759741301","319845/1759741301.json"
