"propertyId","crawledAt","urlPart"
"293043","1759691465","293043/1759691465.json"
"293043","1759697979","293043/1759697979.json"
"293043","1759700789","293043/1759700789.json"
"293043","1759703103","293043/1759703103.json"
"293043","1759720915","293043/1759720915.json"
