"propertyId","crawledAt","urlPart"
"36805","1759691844","36805/1759691844.json"
"36805","1759698405","36805/1759698405.json"
"36805","1759701149","36805/1759701149.json"
"36805","1759703220","36805/1759703220.json"
"36805","1759721039","36805/1759721039.json"
"36805","1759726302","36805/1759726302.json"
